Query_ID	Subject_Rank	Subject_ID	Backward_Rank	Backward_Query_ID	Status	Subject_Evalue	Subject_IdentityPercent	Subject_BitScore	Subject_WeightedCov	Backward_Query_Evalue	Backward_Query_IdentityPercent	Query_BitScore	Backward_Query_WeightedCov
Hcon5G00000008675.1	1	transcript:HCON_00008640-00001	1	Hcon5G00000008679.2	Miss	5.11017E-98	0.9426751592356688	278.485	1.0	6.83502E-102	0.9375	288.5	1.0
Hcon5G00000008676.1	1	transcript:HCON_00008710-00001	1	Hcon5G00000008675.1	Miss	2.6461E-95	0.9225806451612903	271.937	1.0	2.8026E-97	0.9426751592356688	276.944	1.0
Hcon5G00000008677.1	0	No_Hit	0	No_Hit	Miss		null	null	null	null	null	null	null	null
Hcon5G00000008678.2	1	transcript:HCON_00008645-00001	1	Hcon5G00000008678.2	Hit	1.40257E-80	0.8364779874213837	234.572	1.0	1.32339E-80	0.8364779874213837	234.572	1.0
Hcon5G00000008679.2	1	transcript:HCON_00008640-00001	1	Hcon5G00000008679.2	Hit	7.29041E-102	0.9375	288.5	1.0	6.83502E-102	0.9375	288.5	1.0
Hcon5G00000008680.1	1	transcript:HCON_00008620-00001	1	Hcon5G00000008680.1	Hit	2.05836E-112	1.0	315.079	1.0	1.92979E-112	1.0	315.079	1.0
Hcon5G00000008681.1	1	transcript:HCON_00008660-00001	1	Hcon5G00000008681.1	Hit	3.2163E-108	0.9866666666666667	303.908	1.0	3.0154E-108	0.9866666666666667	303.908	1.0
Hcon5G00000008682.1	1	transcript:HCON_00008590-00001	1	Hcon5G00000008682.1	Hit	1.37126E-100	0.9668874172185431	285.034	1.0	1.35372E-100	0.9668874172185431	285.034	1.0
Hcon5G00000008684.2	1	transcript:HCON_00008560-00001	1	Hcon5G00000008684.2	Hit	0.0	0.9763313609467456	652.899	1.0	0.0	0.9763313609467456	653.284	1.0
Hcon5G00000008683.2	1	transcript:HCON_00008540-00001	1	Hcon5G00000008683.2	Hit	1.20046E-107	0.98	302.368	1.0	1.12548E-107	0.98	302.368	1.0
Hcon5G00000008685.2	1	transcript:HCON_00008520-00001	1	Hcon5G00000008685.2	Hit	0.0	1.0	758.059	1.0	0.0	1.0	758.059	1.0
Hcon5G00000008686.1	1	transcript:HCON_00008515-00001	1	Hcon5G00000008686.1	Hit	8.66112E-138	0.945273631840796	382.874	1.0	8.12011E-138	0.945273631840796	382.874	1.0
Hcon5G00000008687.1	1	transcript:HCON_00008510-00001	1	Hcon5G00000008687.1	Hit	0.0	0.9976019184652278	833.173	1.0	0.0	0.9976019184652278	833.173	1.0
Hcon5G00000008688.1	1	transcript:HCON_00008500-00001	1	Hcon5G00000008688.1	Hit	0.0	0.9892857142857143	1140.18	0.99644128113879	0.0	0.9892857142857143	1140.18	0.99644128113879
Hcon5G00000008689.1	1	transcript:HCON_00008490-00001	1	Hcon5G00000008689.1	Hit	2.50695E-155	0.9902912621359223	427.557	1.0	2.37317E-155	0.9902912621359223	427.557	1.0
Hcon5G00000008690.1	1	transcript:HCON_00008470-00001	1	Hcon5G00000008690.1	Hit	0.0	1.0	855.514	1.0	0.0	1.0	855.514	1.0
Hcon5G00000008691.1	1	transcript:HCON_00008460-00001	1	Hcon5G00000008691.1	Hit	4.66482E-78	1.0	224.942	1.0	4.37344E-78	1.0	224.942	1.0
Hcon5G00000008692.1	1	transcript:HCON_00008450-00001	1	Hcon5G00000008692.1	Hit	1.2153E-104	1.0	294.278	1.0	1.13939E-104	1.0	294.278	1.0
Hcon5G00000008693.1	1	transcript:HCON_00008440-00001	1	Hcon5G00000008693.1	Hit	0.0	1.0	558.14	1.0	0.0	1.0	558.14	1.0
Hcon5G00000008694.1	1	transcript:HCON_00008430-00001	1	Hcon5G00000008694.1	Hit	0.0	1.0	730.324	1.0	0.0	1.0	730.324	1.0
Hcon5G00000008695.1	1	transcript:HCON_00008410-00001	1	Hcon5G00000008696.1	Miss	2.27647E-94	1.0	266.929	1.0	2.13427E-94	1.0	266.929	1.0
Hcon5G00000008696.1	1	transcript:HCON_00008410-00001	1	Hcon5G00000008696.1	Hit	2.27647E-94	1.0	266.929	1.0	2.13427E-94	1.0	266.929	1.0
Hcon5G00000008697.1	1	transcript:HCON_00008380-00001	1	Hcon5G00000008697.1	Hit	0.0	0.9974811083123426	812.757	1.0	0.0	0.9974811083123426	812.757	1.0
Hcon5G00000008698.2	1	transcript:HCON_00114810-00001	1	Hcon5G00000008698.2	Hit	0.0	0.9913606911447084	950.273	1.0	0.0	0.9913606911447084	950.273	1.0
Hcon5G00000008699.1	1	transcript:HCON_00114790-00001	1	Hcon5G00000004058.1	Miss	0.0	0.9759450171821306	585.489	0.9897959183673469	0.0	0.9961538461538462	1603.57	1.0
Hcon5G00000008700.1	1	transcript:HCON_00008420-00001	1	Hcon5G00000008700.1	Hit	0.0	0.9865384615384616	929.087	1.0	0.0	0.9865384615384616	929.087	1.0
Hcon5G00000008701.1	1	transcript:HCON_00008390-00001	1	Hcon5G00000008701.1	Hit	2.45831E-94	1.0	266.929	1.0	2.30475E-94	1.0	266.929	1.0
Hcon5G00000008702.1	0	No_Hit	0	No_Hit	Miss		null	null	null	null	null	null	null	null
Hcon5G00000008703.1	1	transcript:HCON_00008370-00001	1	Hcon5G00000008703.1	Hit	0.0	0.9986400725294651	4577.31	1.0	0.0	0.9986400725294651	4577.31	1.0
Hcon5G00000008704.1	1	transcript:HCON_00008360-00001	1	Hcon5G00000008705.1	Miss	2.11832E-44	0.8	138.658	0.9902912621359223	5.69658E-64	0.8956521739130435	188.348	1.0
Hcon5G00000008705.1	1	transcript:HCON_00008360-00001	1	Hcon5G00000008705.1	Hit	6.78401E-64	0.8956521739130435	188.348	1.0	5.69658E-64	0.8956521739130435	188.348	1.0
Hcon5G00000008706.1	1	transcript:HCON_00008350-00001	1	Hcon5G00000008706.1	Hit	0.0	0.9985528219971056	1433.7	1.0	0.0	0.9985528219971056	1433.7	1.0
Hcon5G00000008707.1	1	transcript:HCON_00008340-00001	1	Hcon5G00000008707.1	Hit	0.0	0.9952229299363057	1273.84	1.0	0.0	0.9952229299363057	1273.84	1.0
Hcon5G00000008708.2	1	transcript:HCON_00008330-00001	1	Hcon5G00000008708.2	Hit	0.0	0.9677047289504037	1704.11	0.9897025171624714	0.0	0.9677047289504037	1704.49	0.9897025171624714
Hcon5G00000008709.1	1	transcript:HCON_00008310-00001	1	Hcon5G00000008709.1	Hit	0.0	0.9968354430379747	650.203	1.0	0.0	0.9968354430379747	650.203	1.0
Hcon5G00000008710.1	1	transcript:HCON_00176680-00001	1	Hcon5G00000008710.1	Hit	8.21617E-51	1.0	152.91	1.0	7.70296E-51	1.0	152.91	1.0
Hcon5G00000008711.1	1	transcript:HCON_00008300-00001	1	Hcon5G00000008711.1	Hit	0.0	0.9942028985507246	1417.52	1.0	0.0	0.9942028985507246	1417.52	1.0
Hcon5G00000008712.2	1	transcript:HCON_00008290-00001	1	Hcon5G00000008712.2	Hit	0.0	0.9951338199513382	847.81	1.0	0.0	0.9951338199513382	847.81	1.0
Hcon5G00000008713.2	1	transcript:HCON_00008280-00001	1	Hcon5G00000008713.2	Hit	0.0	1.0	647.121	1.0	0.0	1.0	647.121	1.0
Hcon5G00000008714.1	1	transcript:HCON_00008275-00001	1	Hcon5G00000008714.1	Hit	0.0	1.0	655.596	1.0	0.0	1.0	655.596	1.0
Hcon5G00000008715.1	1	transcript:HCON_00008270-00001	1	Hcon5G00000008715.1	Hit	0.0	0.9931972789115646	558.14	1.0	0.0	0.9931972789115646	558.14	1.0
Hcon5G00000008716.1	1	transcript:HCON_00008265-00001	1	Hcon5G00000008716.1	Hit	0.0	0.9935897435897436	585.489	1.0	0.0	0.9935897435897436	585.489	1.0
Hcon5G00000008717.1	1	transcript:HCON_00008260-00001	1	Hcon5G00000008717.1	Hit	0.0	0.546644844517185	1548.49	1.0	0.0	0.5482815057283142	1568.9	1.0
Hcon5G00000008718.1	1	transcript:HCON_00008240-00001	1	Hcon5G00000008718.1	Hit	7.76527E-180	0.9799196787148594	498.049	1.0	3.72703E-180	0.9799196787148594	499.204	1.0
Hcon5G00000008719.1	1	transcript:HCON_00008230-00001	1	Hcon5G00000008719.1	Hit	0.0	0.9959266802443992	1003.43	1.0	0.0	0.9959266802443992	1003.43	1.0
Hcon5G00000008720.1	1	transcript:HCON_00008225-00001	1	Hcon5G00000008720.1	Hit	9.59282E-153	0.9863636363636363	422.165	1.0	9.07538E-153	0.9863636363636363	422.165	1.0
Hcon5G00000008721.2	1	transcript:HCON_00008220-00001	1	Hcon5G00000008721.2	Hit	5.98283E-72	0.9904761904761905	208.379	1.0	5.60913E-72	0.9904761904761905	208.379	1.0
Hcon5G00000008722.1	1	transcript:HCON_00192210-00001	1	Hcon5G00000008722.1	Hit	3.42126E-87	0.9241379310344827	249.98	1.0	3.00846E-87	0.9241379310344827	249.98	1.0
Hcon5G00000008723.1	1	transcript:HCON_00008210-00001	1	Hcon5G00000008723.1	Hit	1.16763E-60	1.0	179.104	1.0	1.09469E-60	1.0	179.104	1.0
Hcon5G00000008724.1	1	transcript:HCON_00008200-00001	1	Hcon5G00000008724.1	Hit	0.0	0.9776496034607065	2776.5	0.9971139971139971	0.0	0.9776496034607065	2776.5	0.9971139971139971
Hcon5G00000008725.1	1	transcript:HCON_00008190-00001	1	Hcon5G00000008725.1	Hit	0.0	0.9969325153374233	672.929	1.0	0.0	0.9969325153374233	672.929	1.0
Hcon5G00000008726.1	1	transcript:HCON_00008180-00001	1	Hcon5G00000008726.1	Hit	0.0	0.9966887417218543	608.601	1.0	0.0	0.9966887417218543	608.601	1.0
Hcon5G00000008727.1	1	transcript:HCON_00008170-00001	1	Hcon5G00000008727.1	Hit	0.0	0.9970588235294118	660.218	1.0	0.0	0.9970588235294118	660.218	1.0
Hcon5G00000008728.1	1	transcript:HCON_00008160-00001	1	Hcon5G00000008728.1	Hit	0.0	0.9088235294117647	576.63	0.9798270893371758	0.0	0.9088235294117647	576.63	0.9798270893371758
Hcon5G00000008729.1	1	transcript:HCON_00008150-00001	1	Hcon5G00000008729.1	Hit	7.51077E-148	0.9704142011834319	421.009	0.9388888888888889	1.16912E-163	0.9704142011834319	461.07	0.9388888888888889
Hcon5G00000008730.2	1	transcript:HCON_00008140-00001	1	Hcon5G00000008730.2	Hit	0.0	1.0	920.613	1.0	0.0	1.0	920.613	1.0
Hcon5G00000008731.1	1	transcript:HCON_00191550-00001	1	Hcon5G00000008731.1	Hit	1.4936E-105	1.0	296.59	1.0	1.4003E-105	1.0	296.59	1.0
Hcon5G00000008732.3	1	transcript:HCON_00008130-00001	1	Hcon5G00000008732.3	Hit	0.0	0.9977703455964325	1858.19	1.0	0.0	0.9977703455964325	1858.19	1.0
Hcon5G00000008733.2	1	transcript:HCON_00008120-00001	1	Hcon5G00000008733.2	Hit	0.0	0.9939759036144579	675.241	1.0	0.0	0.9939759036144579	675.241	1.0
Hcon5G00000008734.1	1	transcript:HCON_00008110-00001	1	Hcon5G00000008734.1	Hit	0.0	1.0	606.29	1.0	0.0	1.0	606.29	1.0
Hcon5G00000008735.1	1	transcript:HCON_00008100-00001	1	Hcon5G00000008735.1	Hit	0.0	1.0	612.838	1.0	0.0	1.0	612.838	1.0
Hcon5G00000008736.1	1	transcript:HCON_00008090-00001	1	Hcon5G00000008736.1	Hit	0.0	1.0	521.931	1.0	0.0	1.0	521.931	1.0
Hcon5G00000008737.1	1	transcript:HCON_00008080-00001	1	Hcon5G00000008737.1	Hit	0.0	0.9797344514325647	2858.55	1.0	0.0	0.9797344514325647	2858.55	1.0
Hcon5G00000008738.1	1	transcript:HCON_00008070-00001	1	Hcon5G00000008738.1	Hit	5.06672E-37	0.8157894736842105	119.783	0.8064516129032258	5.61856E-37	0.8157894736842105	119.783	0.8064516129032258
Hcon5G00000008739.1	1	transcript:HCON_00008060-00001	1	Hcon5G00000008739.1	Hit	0.0	1.0	2037.31	1.0	0.0	1.0	2037.31	1.0
Hcon5G00000008740.1	1	transcript:HCON_00008050-00001	1	Hcon5G00000008740.1	Hit	0.0	0.997716894977169	901.738	1.0	0.0	0.997716894977169	901.738	1.0
Hcon5G00000008741.1	1	transcript:HCON_00008040-00001	1	Hcon5G00000008741.1	Hit	2.01437E-104	0.95625	295.049	1.0	1.88854E-104	0.95625	295.049	1.0
Hcon5G00000008742.1	1	transcript:HCON_00136590-00001	1	Hcon5G00000001126.1	Miss	1.36571E-55	1.0	173.711	1.0	0.0	0.9298245614035088	628.246	1.0
Hcon5G00000008743.1	1	transcript:HCON_00008030-00001	1	Hcon5G00000008743.1	Hit	0.0	0.9929824561403509	577.785	1.0	0.0	0.9929824561403509	577.785	1.0
Hcon5G00000008744.1	1	transcript:HCON_00008020-00001	1	Hcon5G00000008744.1	Hit	0.0	0.9938144329896907	991.875	1.0	0.0	0.9938144329896907	991.875	1.0
Hcon5G00000008745.4	1	transcript:HCON_00008000-00001	1	Hcon5G00000008745.4	Hit	0.0	0.9949324324324325	1197.19	1.0	0.0	0.9949324324324325	1197.19	1.0
Hcon5G00000008746.1	1	transcript:HCON_00007970-00001	1	Hcon5G00000001536.1	Miss	2.40856E-8	0.5128205128205128	44.669	1.0	5.37564E-11	0.5641025641025641	53.1434	0.9873417721518988
Hcon5G00000008747.1	1	transcript:HCON_00007960-00001	1	Hcon5G00000008747.1	Hit	0.0	1.0	555.829	1.0	0.0	1.0	555.829	1.0
Hcon5G00000008748.1	1	transcript:HCON_00007950-00001	1	Hcon5G00000008748.1	Hit	0.0	0.9962825278810409	525.013	1.0	0.0	0.9962825278810409	525.013	1.0
Hcon5G00000008749.1	1	transcript:HCON_00007940-00002	1	Hcon5G00000008749.1	Hit	0.0	0.9879081015719468	1672.91	1.0	0.0	0.9879081015719468	1672.91	1.0
Hcon5G00000008750.1	1	transcript:HCON_00003950-00001	1	Hcon5G00000009133.2	Miss	2.84782E-15	0.675	65.4698	0.8791208791208791	2.56932E-95	0.9487179487179487	271.166	1.0
Hcon5G00000008751.2	1	transcript:HCON_00007890-00001	1	Hcon5G00000008751.2	Hit	0.0	0.9117647058823529	880.552	1.0	0.0	0.9117647058823529	880.552	1.0
Hcon5G00000008752.1	1	transcript:HCON_00007900-00001	1	Hcon5G00000008752.1	Hit	0.0	0.9849892780557541	2842.76	1.0	0.0	0.9849892780557541	2842.76	1.0
Hcon5G00000008753.2	1	transcript:HCON_00007880-00001	1	Hcon5G00000008753.2	Hit	0.0	1.0	798.119	1.0	0.0	1.0	798.119	1.0
Hcon5G00000008754.3	1	transcript:HCON_00007860-00001	1	Hcon5G00000008754.3	Hit	0.0	1.0	571.237	1.0	0.0	1.0	571.237	1.0
Hcon5G00000008755.1	1	transcript:HCON_00007850-00001	1	Hcon5G00000008755.1	Hit	0.0	0.998730964467005	1613.97	1.0	0.0	0.998730964467005	1613.97	1.0
Hcon5G00000008756.1	1	transcript:HCON_00007840-00001	1	Hcon5G00000008756.1	Hit	0.0	0.9929078014184397	1169.84	1.0	0.0	0.9929078014184397	1169.84	1.0
Hcon5G00000008757.1	1	transcript:HCON_00007830-00001	1	Hcon5G00000008757.1	Hit	5.30251E-114	1.0	319.316	1.0	4.9713E-114	1.0	319.316	1.0
Hcon5G00000008758.4	1	transcript:HCON_00007820-00001	1	Hcon5G00000008758.4	Hit	0.0	0.9972047519217331	2963.33	0.9909972299168975	0.0	0.9972047519217331	2963.33	0.9909972299168975
Hcon5G00000008759.1	1	transcript:HCON_00007810-00001	1	Hcon5G00000008759.1	Hit	0.0	1.0	1055.43	1.0	0.0	1.0	1055.43	1.0
Hcon5G00000008760.1	1	transcript:HCON_00007800-00002	1	Hcon5G00000008760.1	Hit	0.0	0.985981308411215	851.662	1.0	0.0	0.985981308411215	851.662	1.0
Hcon5G00000008761.1	1	transcript:HCON_00007790-00001	1	Hcon5G00000008761.1	Hit	3.53766E-110	1.0	308.531	1.0	3.31669E-110	1.0	308.531	1.0
Hcon5G00000008762.1	1	transcript:HCON_00007780-00001	1	Hcon5G00000008762.1	Hit	1.60676E-67	0.8125	198.749	1.0	1.93482E-67	0.8125	198.749	1.0
Hcon5G00000008763.2	1	transcript:HCON_00007775-00001	1	Hcon5G00000008763.2	Hit	0.0	0.9891304347826086	564.688	1.0	0.0	0.9891304347826086	564.688	1.0
Hcon5G00000008764.1	1	transcript:HCON_00007770-00001	1	Hcon5G00000008764.1	Hit	0.0	1.0	586.26	1.0	0.0	1.0	586.26	1.0
Hcon5G00000008765.1	1	transcript:HCON_00007760-00001	1	Hcon5G00000008765.1	Hit	0.0	1.0	572.007	1.0	0.0	1.0	572.007	1.0
Hcon5G00000008766.1	1	transcript:HCON_00007750-00001	1	Hcon5G00000008766.1	Hit	0.0	0.9951338199513382	828.165	1.0	0.0	0.9951338199513382	828.165	1.0
Hcon5G00000008767.1	1	transcript:HCON_00007740-00001	1	Hcon5G00000008767.1	Hit	0.0	1.0	536.569	1.0	0.0	1.0	536.569	1.0
Hcon5G00000008768.1	1	transcript:HCON_00007735-00001	1	Hcon5G00000008768.1	Hit	2.90885E-26	1.0	88.5817	1.0	2.72715E-26	1.0	88.5817	1.0
Hcon5G00000008769.1	1	transcript:HCON_00007730-00001	1	Hcon5G00000008769.1	Hit	0.0	0.9909365558912386	1351.65	1.0	0.0	0.9909365558912386	1351.65	1.0
Hcon5G00000008770.1	1	transcript:HCON_00007720-00001	1	Hcon5G00000008770.1	Hit	0.0	0.9769452449567724	677.937	1.0	0.0	0.9769452449567724	677.937	1.0
Hcon5G00000008771.1	1	transcript:HCON_00007710-00001	1	Hcon5G00000008771.1	Hit	0.0	0.955193482688391	901.353	1.0	0.0	0.955193482688391	901.353	1.0
Hcon5G00000008772.1	1	transcript:HCON_00007700-00001	1	Hcon5G00000008772.1	Hit	0.0	0.9813333333333333	756.903	1.0	0.0	0.9813333333333333	756.903	1.0
Hcon5G00000008773.2	1	transcript:HCON_00007690-00001	1	Hcon5G00000008773.2	Hit	0.0	1.0	992.645	1.0	0.0	1.0	992.645	1.0
Hcon5G00000008774.1	1	transcript:HCON_00007680-00001	1	Hcon5G00000008774.1	Hit	0.0	1.0	1700.64	1.0	0.0	1.0	1700.64	1.0
Hcon5G00000008775.3	1	transcript:HCON_00007675-00001	1	Hcon5G00000008775.3	Hit	1.85454E-105	0.9622641509433962	297.745	1.0	1.84805E-105	0.9622641509433962	297.745	1.0
Hcon5G00000008777.1	1	transcript:HCON_00007670-00001	1	Hcon5G00000008777.1	Hit	0.0	1.0	846.655	1.0	0.0	1.0	846.655	1.0
Hcon5G00000008776.5	1	transcript:HCON_00193040-00001	1	Hcon5G00000001366.1	Miss	0.0	0.90625	1170.61	1.0	0.0	0.47577092511013214	1947.17	1.0
Hcon5G00000008778.1	1	transcript:HCON_00007665-00001	1	Hcon5G00000008778.1	Hit	0.0	0.9964973730297724	2347.39	1.0	0.0	0.9964973730297724	2347.39	1.0
Hcon5G00000008779.1	1	transcript:HCON_00007660-00001	1	Hcon5G00000008779.1	Hit	0.0	0.9959677419354839	1019.22	1.0	0.0	0.9959677419354839	1019.22	1.0
Hcon5G00000008780.3	1	transcript:HCON_00007650-00001	1	Hcon5G00000008780.3	Hit	0.0	0.9938744257274119	1308.51	1.0	0.0	0.9938744257274119	1308.51	1.0
Hcon5G00000008781.2	1	transcript:HCON_00007620-00001	1	Hcon5G00000008781.2	Hit	0.0	0.9779005524861878	1449.11	1.0	0.0	0.9779005524861878	1449.11	1.0
Hcon5G00000008782.2	1	transcript:HCON_00007610-00002	1	Hcon5G00000008782.2	Hit	0.0	0.9611734253666955	2191.39	1.0	0.0	0.9568593615185504	2158.64	1.0
Hcon5G00000008783.1	1	transcript:HCON_00007600-00001	1	Hcon5G00000008783.1	Hit	0.0	0.9855491329479769	649.818	1.0	0.0	0.9855491329479769	649.818	1.0
Hcon5G00000008784.1	1	transcript:HCON_00007590-00001	1	Hcon5G00000008784.1	Hit	0.0	1.0	1018.84	1.0	0.0	1.0	1018.84	1.0
Hcon5G00000008785.1	1	transcript:HCON_00007570-00001	1	Hcon5G00000008785.1	Hit	6.52577E-120	0.9937888198757764	334.339	1.0	6.11815E-120	0.9937888198757764	334.339	1.0
Hcon5G00000008786.1	1	transcript:HCON_00007560-00001	1	Hcon5G00000008786.1	Hit	4.69246E-35	0.9508196721311475	116.316	1.0	1.47847E-34	0.9508196721311475	116.316	1.0
Hcon5G00000008787.1	1	transcript:HCON_00007550-00001	1	Hcon5G00000008787.1	Hit	2.1556E-72	0.9067796610169492	210.69	1.0	2.02096E-72	0.9067796610169492	210.69	1.0
Hcon5G00000008788.1	1	transcript:HCON_00007540-00001	1	Hcon5G00000008788.1	Hit	0.0	0.9764285714285714	2806.94	1.0	0.0	0.9764285714285714	2806.94	1.0
Hcon5G00000008789.1	1	transcript:HCON_00007530-00001	1	Hcon5G00000008789.1	Hit	0.0	1.0	1559.66	1.0	0.0	1.0	1559.66	1.0
Hcon5G00000008790.1	1	transcript:HCON_00007520-00001	1	Hcon5G00000008790.1	Hit	0.0	0.9406528189910979	596.66	1.0	0.0	0.9406528189910979	597.045	1.0
Hcon5G00000008791.3	1	transcript:HCON_00007510-00001	1	Hcon5G00000008791.3	Hit	0.0	1.0	1499.18	1.0	0.0	1.0	1499.18	1.0
Hcon5G00000008792.1	1	transcript:HCON_00007500-00001	1	Hcon5G00000008792.1	Hit	1.78045E-58	1.0	174.481	1.0	1.1864E-58	1.0	174.481	1.0
Hcon5G00000008793.1	1	transcript:HCON_00007480-00001	1	Hcon5G00000008793.1	Hit	0.0	0.9897172236503856	783.097	1.0	0.0	0.9897172236503856	783.097	1.0
Hcon5G00000008794.1	0	No_Hit	0	No_Hit	Miss		null	null	null	null	null	null	null	null
Hcon5G00000008795.1	1	transcript:HCON_00007470-00001	1	Hcon5G00000008795.1	Hit	0.0	0.9968203497615262	1288.09	1.0	0.0	0.9968203497615262	1288.09	1.0
Hcon5G00000008796.2	1	transcript:HCON_00007465-00001	1	Hcon5G00000008796.2	Hit	0.0	1.0	682.174	1.0	0.0	1.0	682.174	1.0
Hcon5G00000008797.1	1	transcript:HCON_00007450-00001	1	Hcon5G00000008797.1	Hit	1.27012E-125	1.0	350.132	1.0	1.27924E-125	1.0	350.132	1.0
Hcon5G00000008798.1	1	transcript:HCON_00007400-00001	1	Hcon5G00000008798.1	Hit	2.33032E-69	1.0	201.83	1.0	2.18476E-69	1.0	201.83	1.0
Hcon5G00000008799.1	1	transcript:HCON_00007390-00001	1	Hcon5G00000008799.1	Hit	0.0	0.989159891598916	1466.06	1.0	0.0	0.989159891598916	1466.06	1.0
Hcon5G00000008800.2	1	transcript:HCON_00007380-00001	1	Hcon5G00000008800.2	Hit	0.0	0.9711815561959655	1349.34	1.0	0.0	0.9711815561959655	1349.34	1.0
Hcon5G00000008801.2	1	transcript:HCON_00007360-00001	1	Hcon5G00000008801.2	Hit	0.0	0.9956498096791735	3721.4	1.0	0.0	0.9956498096791735	3721.4	1.0
Hcon5G00000008802.1	1	transcript:HCON_00007340-00001	1	Hcon5G00000008802.1	Hit	0.0	0.9931600547195623	2964.48	1.0	0.0	0.9931600547195623	2964.48	1.0
Hcon5G00000008803.1	1	transcript:HCON_00007330-00001	1	Hcon5G00000008803.1	Hit	0.0	1.0	1310.05	1.0	0.0	1.0	1310.05	1.0
Hcon5G00000008804.2	1	transcript:HCON_00007325-00001	1	Hcon5G00000008804.2	Hit	0.0	1.0	956.436	1.0	0.0	1.0	956.436	1.0
Hcon5G00000008805.1	1	transcript:HCON_00007320-00001	1	Hcon5G00000008805.1	Hit	0.0	0.9977324263038548	905.205	1.0	0.0	0.9977324263038548	905.205	1.0
Hcon5G00000008806.1	1	transcript:HCON_00007310-00001	1	Hcon5G00000008806.1	Hit	0.0	0.981029810298103	746.117	1.0	0.0	0.981029810298103	746.117	1.0
Hcon5G00000008807.1	1	transcript:HCON_00007300-00001	1	Hcon5G00000008807.1	Hit	3.3577E-72	1.0	209.149	1.0	3.14796E-72	1.0	209.149	1.0
Hcon5G00000008808.1	1	transcript:HCON_00007290-00001	1	Hcon5G00000008808.1	Hit	0.0	1.0	9444.69	1.0	0.0	1.0	9444.69	1.0
Hcon5G00000008809.1	1	transcript:HCON_00007280-00001	1	Hcon5G00000008809.1	Hit	4.51812E-28	0.8055555555555556	97.0561	0.8089887640449438	1.84311E-29	0.8055555555555556	100.908	0.8089887640449438
Hcon5G00000008810.1	1	transcript:HCON_00007274-00001	1	Hcon5G00000008810.1	Hit	0.0	1.0	567.77	1.0	0.0	1.0	567.77	1.0
Hcon5G00000008811.1	1	transcript:HCON_00007272-00001	1	Hcon5G00000008811.1	Hit	0.0	1.0	566.614	1.0	0.0	1.0	566.614	1.0
Hcon5G00000008812.1	1	transcript:HCON_00007270-00001	1	Hcon5G00000008812.1	Hit	0.0	1.0	1609.35	1.0	0.0	1.0	1609.35	1.0
Hcon5G00000008813.1	1	transcript:HCON_00007260-00001	1	Hcon5G00000008813.1	Hit	0.0	1.0	747.273	1.0	0.0	1.0	747.273	1.0
Hcon5G00000008814.2	1	transcript:HCON_00007255-00001	1	Hcon5G00000008814.2	Hit	1.36552E-105	1.0	297.745	0.9863945578231292	1.52407E-105	1.0	297.745	0.9863945578231292
Hcon5G00000008815.1	1	transcript:HCON_00007250-00001	1	Hcon5G00000008815.1	Hit	1.80573E-100	1.0	283.108	1.0	1.70521E-100	1.0	283.108	1.0
Hcon5G00000008816.1	0	No_Hit	0	No_Hit	Miss		null	null	null	null	null	null	null	null
Hcon5G00000008817.1	1	transcript:HCON_00007240-00001	1	Hcon5G00000008817.1	Hit	1.35218E-55	0.9333333333333333	172.17	0.989010989010989	3.73351E-55	0.9333333333333333	172.17	0.989010989010989
Hcon5G00000008818.1	1	transcript:HCON_00007230-00001	1	Hcon5G00000008818.1	Hit	5.9816E-86	0.9154929577464789	253.062	0.9927007299270073	1.30989E-85	0.9154929577464789	253.062	0.9927007299270073
Hcon5G00000008819.1	1	transcript:HCON_00193040-00001	1	Hcon5G00000001366.1	Miss	0.0	0.9831649831649831	604.364	1.0	0.0	0.47577092511013214	1947.17	1.0
Hcon5G00000008820.1	1	transcript:HCON_00007195-00001	1	Hcon5G00000008820.1	Hit	1.66573E-108	0.9810126582278481	305.064	1.0	1.56168E-108	0.9810126582278481	305.064	1.0
Hcon5G00000008821.2	1	transcript:HCON_00007190-00001	1	Hcon5G00000008821.2	Hit	3.26938E-85	0.9696969696969697	244.202	1.0	3.06517E-85	0.9696969696969697	244.202	1.0
Hcon5G00000008822.1	1	transcript:HCON_00007180-00003	1	Hcon5G00000008822.1	Hit	0.0	1.0	781.171	1.0	0.0	1.0	781.171	1.0
Hcon5G00000008823.1	1	transcript:HCON_00007170-00001	1	Hcon5G00000008823.1	Hit	3.8605E-50	0.8876404494382022	152.525	1.0	4.20856E-50	0.8876404494382022	152.525	1.0
Hcon5G00000008824.1	1	transcript:HCON_00007160-00001	1	Hcon5G00000008824.1	Hit	2.95505E-48	0.9473684210526315	146.362	1.0	2.73401E-48	0.9473684210526315	146.362	1.0
Hcon5G00000008825.3	1	transcript:HCON_00007150-00001	1	Hcon5G00000008825.3	Hit	3.49175E-24	0.8596491228070176	92.0485	0.3851851851851852	5.55307E-24	0.8596491228070176	92.0485	0.3851851851851852
Hcon5G00000008826.1	0	No_Hit	0	No_Hit	Miss		null	null	null	null	null	null	null	null
Hcon5G00000008827.2	1	transcript:HCON_00007130-00001	1	Hcon5G00000008827.2	Hit	0.0	1.0	991.49	1.0	0.0	1.0	991.49	1.0
Hcon5G00000008828.1	1	transcript:HCON_00007125-00001	1	Hcon5G00000008828.1	Hit	0.0	0.9935064935064936	595.504	1.0	0.0	0.9935064935064936	595.504	1.0
